Project ID,Class,Requirement
53,Integrity,"'The system shall ensure that, as a watermark is an essential part of data, it must continue even after signal processing and data manipulation including malicious operation that endeavors to remove the watermark. '"
53,Performance,'The system shall offer a high speed in the time taken by the system to embed and retrieve the watermark. '
53,Performance,"'The system including hardware, firmware and software shall adequately perform the task for which it was designed or intended for a stated time and environment. '"
53,Authentication,'The system principle of authentication applies in that the system notifies if there is a watermark on the image or not. '
53,Functionality,'The system shall enable retrieval of the watermark from the image and displaying the similarity of the original image and the watermarked image.  '
53,Functionality,'The system ensures that the time taken to embed the watermark is displayed along with the hash value of the image. '
53,Portability,'The digital watermark system is compatible to all the operating system. '
53,Functionality,'The embedding module of the invisible digital watermark is implemented using the Discrete Cosine Transform (DCT). '
53,Functionality,The watermark verification platform is implemented using C# and a Graphical User Interface.'
54,IntrusionD,'The system shall capture network traffic between the hypervisor and the subject/monitored virtual machine. '
54,Performance,'The system shall store captured traffic data from a pre-determined period. '
54,Functionality,'The system shall monitor the virtual machine from hypervisor level. '
54,Functionality,'The system shall detect instructions based on their signatures and classify them according to severity. '
54,Auditing,'The system shall automatically acquire a forensic image of the compromised VM main memory upon detection of a severe intrusion. '
54,Integrity,'The system shall preserve the integrity of acquired forensic imagines by applying integrity checksums and hashes. '
54,Functionality,'The system shall provide reports on currently stored network captures '
54,Functionality,'The system shall provide reports on intrusions their classifications and action taken '
54,Functionality,'The system shall provide reports on failure and success of forensic image acquisition '
54,Functionality,'The system shall provide reports on statistics of acquired images (documentation) '
54,Functionality,'The system ensures integration of all modules including theIntrusionD and memory acquisition modules as a proof of concept '
54,Performance,' The system shall make use of the web based interface for information and reporting will meet the necessary standards necessary to meet the performance requirements. '
54,Maintainability,"'The Intrusion Detection module will be based on a tried and tested architecture and the same will apply to the memory acquisition tool,  to avoid violating the proper coding principles as well as best practices for documentation.'"
54,Usability,"'The system shall be easy to install, learn and operate more so for less forensically qualified IT personnel. '"
54,Authentication,'The system shall provide access control to the user interface. '
54,Immunity,'The system shall provide a secure channel of communication between the backend system and the web user interface. '
54,Functionality,"'The reports for theIntrusionD Module as well as the reports and result of the Evidence Collection Module will be presented on a web based graphical user interface using the python web framework, Flask. '"
55,Authentication,'The system shall provide log in and logout capabilities which can be seen as the first line of security which most systems should possess for authentication and accountability purposes. '
55,Functionality,"'The system shall provide compression ability so as to save data usage, time and storage space and also decompression option for the file to be presentable or readable to the end user. '"
55,Confidentiality,"'The system shall have encrypt and decrypt modules in place to attain better and improved security, for containing privacy invasions in overall. '"
55,Survivability,'The system shall provide file type filtering so as to avoid overloading the normal flow information with unnecessary files. '
55,Performance,'The system shall allow processed files to be moved over to the end of communication channel that is from one machine to the other. '
55,Performance,"'The system provides a light weight application, implying that it has that capability to cater for those machines which are very slow in terms of processing to achieve a better service. '"
55,Functionality,"'The system shall provide through the database ability to search and find a certain competent doctor who can provide help promptly, with the capability to give feedback to user in the case that no doctor is assigned in the first place.  '"
55,Survivability,'The system offers little room for a delayed data transmissions and system failures due to error handling procedures and feedbacks. '
55,Performance,"'The system offers ability to send and receive messages and files without losing part of the data, quality and exact size retaining. '"
55,Maintainability,'The system is a lightweight app which has all the algorithms and libraries engraved within itself for easy management of information which that app would be working with thus making its maintenance easy and simple. '
55,Portability,"'The system deliverable is a standalone one, which can be an executable that can also be easily taken to a desktop machine and easily used on windows platform.  '"
55,Functionality,'The system executable files can be uploaded on online storages and can be downloaded and used by the next person on the other end. '
55,Usability,"'The system shall provide a simple to use interface, for computer novices to be able to select files to be compressed and encrypted and send them without any much difficulties whilst in the back and achieving our goals. '"
55,Functionality,'The system shall integrate the instructions procedures or operations guide into the deliverables so that whenever one fails to perform a certain action he/she has somewhere to refer to. '
56,Functionality,'The system shall be able to detect an approaching figure. '
56,Functionality,'The system shall be able to input digits.'
56,Functionality,'The system shall be able to display the punched digits. '
56,Authentication,'The system shall be able to authenticate pin entered. '
56,Performance,'The system shall be able to open the door when the pin is correct. '
56,Functionality,'The system shall ensure that buzzer must ring if 3 consecutive wrong attempts are entered.  '
56,Performance,'The system shall ensure that GSM must send an SMS alert message when 3 consecutive wrong attempts are entered. '
56,Confidentiality,'The system shall be secured against environmental threats and this is one of its prime function. '
56,Portability,'The system can be used in other platforms such as switching circuit or concerted to home security. '
56,Immunity,'The system components are not going to be degraded by weather changes such as heat or humidity even the casing will be designed to suit the prevailing weather conditions. '
56,Maintainability,'The system shall be reliable as routine maintenance shall be done often.'
56,Immunity,"'The system shall be fast in intrusion response, to help in stopping the intensity of the damage or mitigation of the risk.  '"
56,Functionality,'The system is designed to give the user many options that include switching '
56,Authentication,"'The system can be configured to work with a camera, a PC and other access control system to enhance multiple factor authentication. '"
56,Portability,"'The system consists of both hardware and software, it is relatively simple to integrate it to other systems. '"
56,Maintainability,'The system will cater for its ability to be extended with more features and functionalities without compromising its original one or affecting the operations of the user. '
56,Usability,"'This system is not complex, it is an Intelligent engineering artifact that is user-friendly, it only requires the attention of the security personnel and their reaction to its report. '"
57,Functionality,'The system shall be able to detect motion within the camera feed and capture and image where motion is detected. '
57,Functionality,'The system shall be able to detect faces in the captured image to see there are human faces within the image. '
57,Functionality,'The system shall be able to recognize the faces detected with the image. '
57,Functionality,'The system shall be able to send an SMS and an Email to security when the detected face is not in the system�s database. '
57,Performance,'The system ISAAS will have scalable speed to meet the response time and performance targets and it should be able to serve detection concurrently without any delay or unrealistic waiting time for a response. '
57,Performance,'The system should be efficient to use and it takes less time to accomplish a particular task '
57,Usability,'The system will ensure users have a good experience of using the system as well as their ability to quickly navigate the self explanatory design of the system. '
57,Immunity,'The system shall be safeguarded against deliberate and intrusive faults from internal and external sources as it has proper controls such as user input validations and anti-software tempering '
57,Authorisation,"'The system shall offer authentication, authorization, configuration management to prevent access to admin console. '"
57,Availability,'The system shall be available to users all the time to ensure a 24/7 service delivery and give results in a short period of time. '
57,Maintainability,'The proposed system shall be designed such that any glitch can be fixed in no time to restore service to users and it will allow adding functionality easily. '
57,Functionality,"'The system shall allow to create and enforce secure coding practices through strictly identifying the sources of required data, identifying the data items and data structures required for the exchange. '"
57,Functionality,"'The system shall be able to clearly identify relevant protocols for the data exchange, document or reference the technical requirements for data exchange including: the source, data items, data structures, timing method, and protocols. '"
58,Functionality,'The system shall be able to allow cloud user to register and create an account.  '
58,Functionality,"'The system shall capture user details such as user name, id number, email address, mobile number etc in the registration process. '"
58,Confidentiality,"'The system must generate a shared encryption key, upon registration. '"
58,Confidentiality,'The system shall be able to allow the user to generate their ECC public and private keys.  These keys are to be used for the encryption of the AES encryption key and also for PDP. '
58,Functionality,'The system shall be able to allow the user to upload and download stored files.  The system shall provide a platform that allows the user to upload files for storage and also to retrieve the files by downloading them when required. '
58,Confidentiality,'The system shall be able to secure uploaded files using AES algorithm with a 256-bit key.  The system shall automatically encrypt the files that will be uploaded by the user for storage using a 256-bit encryption key. '
58,Integrity,'The system shall be able to allow the user to check the integrity of stored data through the PDP functionality. '
58,Performance,'The system can perform well in the web environments and also with huge files. '
58,Performance,'The system can allow multiple clients to login and save their files to the remote server. '
58,Usability,'The system is also easy to use and user friendly as it is based and implemented on a website and has an interactive interface.  '
58,Functionality,'The system has clearly defined links and buttons that show the various functionalities that the user may require. '
58,Availability,'The system is web based and therefore guarantees maximum availability of data to the cloud data owners. '
58,Maintainability,"'The system is easy to maintain as it can easily be integrated with other systems, modified or reused on other different platforms '"
58,Portability,"'The system is developed using python programming which is platform independent meaning that it can be deployed used on any platform, be it windows, Linux or MAC OS.  '"
58,Functionality,'The web interface is done using CSS and bootstrap which makes it possible to use the system on mobile phones. '
58,Performance,'The proposed system is efficient as it is based on the most secure and efficient encryption algorithms.'
58,Performance,'PDP reduces the amount of time and computational efforts that would be required if the data owner was to download the data and then check if the data was modified manually. '
58,Usability,'The system shall be user friendly and make it easy for the users to navigate through the web materials. '
58,Performance,'The system shall not keep the data owners waiting for long time while waiting for it to process their requests and respond. '
58,Usability,'The system shall be interactive and provides help information to help the clients and give them guidance on how to use the system. '
58,Portability,The system must be portable in such a way that it can be usable on different devices with different screen sizes without difficulties.'
58,Confidentiality,"'The system enhances security through the use of more secure and efficient enciphering algorithms, that is Advanced encryption standard with a 256-bit key and Elliptic curve cryptography.  '"
58,Immunity,"'The system shall implement a combination of cryptographic algorithms that are secure and have proven to be unbreakable by the current technologies, hence using these algorithms collectively strengthens the security of the system. '"
58,Authentication,'The proposed system is meant to use a two-factor user authentication system which ensures that only the registered and legitimate user is able to access the system and upload or view the data.  '
58,Authentication,"'The system shall ensure that once the account holder has provided a correct login password,they will receive a OTP or code sent via the email or the data owner�s mobile phone.'"
58,Integrity,'The system security shall add an extra layer of defense making it difficult for an adversary to successfully gain unauthorized access to the system and compromise the integrity of the stored data. '
58,Auditing,'The system has got an audit or logging mechanism which enables the user to check and view if there were other malicious activities that have been happening when after they logged out of the system.  '
58,Auditing,'The system shall be able to show a section which displays the last time a user logged in the system and a summary of the activities they did on the system upon logging in. '
58,Auditing,'The system implements a PDP scheme which allows the user to audit and check if the untrusted server or an adversary did not compromise the integrity of the uploaded data. '
59,Functionality,'The system shall be an E-government content management system '
59,Authentication,'The system shall implement authentication using PKI. '
59,Authorisation,'The system shall allow a user to register through sponsorship from relevant Human Resources. '
59,Authentication,'The system shall allow a user to log into system and authenticated. '
59,Authorisation,'The system shall allow a user to view content or dashboard. '
59,Authorisation,'The system shall allow a user to manage their own password. '
59,Performance,'The system shall allow a user to search for resources. '
59,Functionality,'The system shall allow a user to do CRUD operations on record. '
59,Authentication,"'The system shall allow a user to be authenticated through the use of digitally signed certificates, and again single-sign-on functionality will be fused into the system to allow once off authentication as long as the session is deemed active and valid. '"
59,Authentication,'The system shall allow user authentication process to be done through  trusted parties via the internet '
59,Survivability,'The system shall reduce the occurrence of failure in the system.  '
59,Availability,"'The system will be using local Microsoft based certificates, thus the intention is to ensure availability of the certificate authority at all times.'"
59,Availability,'The system shall provide redundancy to avoid a single point of failure and reduce interruptions which will render the system unusable. ''
59,Confidentiality,'The system will employ encryption at the database side and use HTTPS when accessing networked resources over the internet.  '
59,Functionality,"'The system shall implement a policy on technical issues like renewal of certificates and lost eIDs, to cater for all eventualities. '"
59,Portability,'The system will work across platforms taking advantage of web browsers since it will be portal based.  This entails that the EGOVAUTH system will be portable as long as there is internet connectivity. '
60,Functionality,'The system shall offer FuGUI statistical presentation of email spam detection and filtered emails. '
60,Functionality,'The system shall allow storage of Emails in different folders as spam and ham emails. '
60,Performance,'The system shall enable user interaction to move to spam as Blacklisting and move to Ham folder as whitelisting. '
60,Immunity,'PlutoMail will offer spam protection at server level and eliminates the need to install and update antispam software on each desktop.  '
60,Performance,"'PlutoMail offer a fast set-up and a high spam detection rate using Bayesian analysis and other methods � no configuration required, very low false positives through its automatic whitelist '"
60,Maintainability,'The system is able to automatically adapt to the email environment to constantly tune and improve spam detection.  '
60,Performance,"'The system shall enable sorting of spam to users� junk email folders.  Reporting, mail archiving, monitoring and POP3 downloading. '"
60,Performance,'The PlutoMail will have scalable speed to meet the response time and performance targets.  '
60,Performance,'The system shall be able to serve multiple users concurrently without any delay or unrealistic waiting time for a response. '
60,Performance,'The system shall be efficient to use that it takes less time to accomplish a particular task. '
60,Usability,'The system shall be easy to learn that its operation can be learned by observing the software or system. '
60,Performance,'The system shall simplify business operations. '
60,Functionality,"'The system shall provide a user with an interactive Email client that will allow them to send, receive and archive emails with destiny folder that will separate legitimate emails and illegitimate emails. '"
60,Functionality,'The system shall be able to allow the model as it learns new features it should also be able to learn in real-time from user actions like moving an email to spam and from spam folders interchangeably.'
60,Functionality,'The interface will have to satisfy these objectives or requirements on any device and platform. '
60,Functionality,'The system shall allow a user to send email. '
60,Functionality,'The system shall allow a user to check new email. '
60,Functionality,'The system shall allow a user to delete email. '
60,Functionality,'The system shall allow a user to view spam. '
60,Functionality,'The system shall allow a user to move email to or from spam folder. '
60,Functionality,'The system shall allow a user to view statistical report of the filter engine and possible sources of trouble over periods. '
61,Functionality,'The system shall allow doctors to register and create an account and upon registration allow the system to generate the doctors� public and private keys. '
61,Performance,'The system shall allow the radiologist to compress the images using optimized lossless compression methods. '
61,Confidentiality,"'The system shall allow the radiologist to, encrypt and upload the images to the cloud. '"
61,Integrity,'The system shall enable the radiologist to verify the integrity of stored images through the PoR functionality. '
61,Functionality,"'The system shall allow the doctors to download, decrypt and decompress the images. '"
61,Performance,'The system can perform well in the web environments and also with huge files.  '
61,Performance,'The system shall allow multiple clients to login and save their files to the remote server.'
61,Usability,'The system shall be user friendly and easy to use as it is based and implemented on a website and has an interactive interface.  '
61,Functionality,'The system has clearly defined links and buttons that show the various functionalities that the user may require. '
61,Authorisation,"'System shall provide access only to legitimate users, resist unathorised users, accidental or unintended usage. '"
61,Usability,'The system shall be a simple and attractive website with a clear presentation of elements. '
61,Usability,'The system shall be user sociable and make it easy for the users to navigate through the web materials. '
61,Performance,"'The system shall be responsive, not keeping the data owners waiting for long time while waiting for it to process their requests and respond. '"
61,Usability,'The system shall be interactive and provides help information to help the clients and give them guidance on how to use the system. '
61,Portability,'The system shall be portable in such a way that it can be unable on different devices with different screen sizes without difficulties. '
62,Functionality,'The system shall allow Cases Reported to be recommended to the closest police station. '
62,Auditing,'The system shall allow Analysis of locations prevalent crime using crowd-sourced data and reports data. '
62,Functionality,"'The system shall allow local Law Enforcement Agencies to track cases, location of reporter, receive crimes reported based on the reporter�s current location. '"
62,Functionality,'The system shall allow the publishing and viewing of Wanted/Missing Persons. '
62,Functionality,'The system shall allow the Submission and responding of complaints and alerts. '
62,Functionality,'The system shall allow users to track case progress on previously reported cases. '
62,Functionality,'The system shall allow users to call the nearest police station in situations of emergency using their live location. '
62,Performance,'The system shall accommodate high traffic and be able to maximize its performance without glitches since the system will be used by the nation as a whole hence the users shall be many and using it concurrently.  '
62,Performance,'The system application must be on very high standard servers to accommodate the huge amount of data and requests for access to the server from a large number of users at the same time. '
62,Survivability,'The system database must be located in a special secure server and must be backups to other servers directly at specific times to avoid loss and damage of data '
62,Usability,'The system shall minimize access to the system at the police side to only authorized police officers. '
62,Usability,"'The system shall allow the user to learn, operate, prepare inputs and interpret outputs through interaction with the software system easily without any complications. '"
62,Usability,"'The system shall meet user�s needs regarding ease of entry, ease of learning, ease of handling, likability, and possible metrics.  Usability'"
62,Availability,"'The system shall be available at all times, meaning the user can access it using a device application which addresses the user concern for how dependable the system is during normal operating times. '"
62,Availability,"'The system must be considered downtime impact on the business, transport unavailability and minimizing unavailability.'"
63,IntrusionD,'The system shall allow a user to listen for any port scan on university WIFI network. '
63,Immunity,'The system shall allow a user to block internet to the computer doing port scanning. '
63,Functionality,'The system shall allow a user to push warning script to the rogue node.'
63,Auditing,'The system shall allow a user to check netstat and recent network connections to see if rogue node it a victim of pivoting and if so trace the attacking machine. '
63,Auditing,'The system shall allow a user to recover unique identifiers of the node which was used to generate the node�s unique ID/fingerprint upon registration when the owner entered/joined the university with it '
63,Functionality,'The system shall allow a user to note hostname of rogue node as well as the SSID of the network it is connected to as to know from which section on campus is the attack being done.'
63,Functionality,'The system shall allow a user to check with students laptop and university PC register and search for device matching the rogue node and corresponding student and student personal details. '
63,Functionality,'The system shall allow a user to display message on rogue note screen warning the student by name that port scanning is not allowed and this is automatically added to the student�s record if such an offence is repeated more than once. '
63,Functionality,'The system shall allow a user to generate monthly reports which can be viewed by network admin when necessary.  '
63,IntrusionD,'The system shall allow background processes to be monitoring for any scan and relaying information to the registry about any unusual activities.'
63,Performance,'The system shall allow time to fetch student details from the database to be 2 seconds (To be tested during development)�. '
63,Functionality,'The software will work as long as the server upon which it is installed in running.  There are no time limits to using the software; however it is also possible to stop the software from running should there be need.  '
63,Immunity,"'The software is a safety-critical one and is used to perform last line of defense protection against attacks, since defects in safety-critical software can lead to serious service disruption or server down time. '"
63,Performance,'The software depends on the operating system speed and efficiency in its execution.  '
63,Auditing,'The system�s listening for scanning is done while listening to the OS activities.  '
63,Functionality,"'The system does not continuously interact with the database, it does seek student information from the university database only when the administrator requests.  '"
63,Functionality,'The capacity to do things right will depend on the monitoring tasks definition.  '
63,IntrusionD,"'The software will look at port scanning only on the host it will be deployed on, this will devote all the listen to one part of the many policies in a computer. '"
63,Performance,"'The software will undergo all types of testing like, performance testing, stress testing and many others   '"
63,Maintainability,"'The product can be corrected by updates, patches and with newer versions when required. '"
63,Portability,'HID is designed to work on windows platform from Windows 7 and any later version of windows but the software needs some adjustments for it to work on Linux platform. '
63,Usability,'The software is delivered with a user manual and once installed the software is easy to run.  '
63,Functionality,'The user of the software who is the administrator logs in and sets the software to run and give desired alerts from PCs scanning the server. '
64,Functionality,'The system will permit user credentials registration. '
64,Functionality,'The system shall allow a debit/credit card to be activated. '
64,Functionality,'The system shall allow buying patterns of the purchases to be analyzed.'
64,Immunity,'The system shall allow anomalies to be curbed after detection. '
64,Authentication,'The system allows user re-verification by the usage of AVS and distinct security questions. '
64,Performance,'The system�s time to react to tolerating the exchange to happen or dismissing it hindering the card and cautioning the head be brief in order to advance an easy to understand framework. '
64,Performance,'The system shall offer high throughput which is the yield in respect to the measure of going through a framework from contribution to yield. '
64,Performance,'The framework should exhibit a high rate of work handling and that of administrations� clients.  '
64,Functionality,"'The system shall enable administration services from login, doing the exchange and in addition client re-verification.  '"
64,Availability,'The framework ought to be accessible wherever it is required.  At whatever point the clients needs to make a purchase'
64,Usability,'The system shall provision good quality online services making it easy to use since an up-front user interface will be delivered. '
64,Confidentiality,'The main system is centered around security on online transactions hence it is secure. '
65,Functionality,'The System shall be able to calculate maximum soil water deficit. '
65,Functionality,'The System shall be able to control a water pump for the application of water to the crops being irrigated.'
65,Functionality,'The System shall be able to save water by reducing water applied to plants. '
65,Functionality,'The System shall be able to autonomously schedule irrigation without farmer input. '
65,Usability,'The system should be simple and user friendly.'
65,Survivability,'The system should allow for quick error recovery. '
65,Usability,'The system user interface should be almost self-explanatory. '
65,Portability,'The system shall be compatible with different desktop platform. '
66,Functionality,"'The System shall allow creation of users (Administrator, Lecturer, Student) accounts.'"
66,Functionality,'The System shall be able to allow lecturer to add students� final marks. '
66,Functionality,'The System shall be able to allow student to view final results and degree class. '
66,Functionality,'The System shall be able to allow students to view recommended careers for them.'
66,Usability,'The career recommender should be simple and user friendly. '
66,Survivability,'The system should allow room for quick error recovery.  '
66,Usability,'The user interface should be easy to navigate and should be self-explanatory. '
67,Functionality,'The system shall be able to calculate performance of each user. '
67,Functionality,'The system shall be able to simulate road rules diagrams. '
67,Functionality,'The system shall be able to save user profile of each user. '
67,Functionality,'The system shall be able to randomize scenes so that a user cannot predict the next scene '
67,Usability,'The simulator should be simple and user friendly. '
67,Survivability,'The system should allow for quick error recovery. '
67,Usability,'The user interface should be almost self-explanatory. '
67,Usability,'The user interface should be easy to navigate and should be self-explanatory. '
68,Functionality,'The system shall be able to accept data from previous projects for the learning process. '
68,Functionality,'The system shall be able to give the cost engineers a platform to add features and necessary data about a desired project.'
68,Functionality,'The system shall be able to compute construction cost estimate based on data and features fed by the cost engineer. '
68,Functionality,'The system shall be able to display final cost estimate for the cost engineers. '
68,Performance,'The model should produce estimates very early i.e. it should be able to produce an estimate within the very day you receive and feed requirements to it as the training process would have been done already. '
68,Usability,'The system shall limit typing for the cost engineers or contractors through the use of radio buttons and drop-down menus. '
68,Usability,'The interface should be clear enough and simple to understand for its designated users. '
69,Functionality,'This system provides ability to register a mother who comes to the Healthcare Centre for the first time. '
69,Functionality,'The system shall register a new baby and its details linked to the mother. '
69,Functionality,'The system shall retain records for all babies a mother will have subsequently. '
69,Functionality,'The system shall monitor a baby�s growth. '
69,Functionality,"'The system shall allow a user to view mother or baby details, to add new information and update records. '"
69,Functionality,'The system shall allow a user to view the progress of a baby from birth to postnatal visits.'
69,Functionality,'The system shall allow monitoring of growth and healthcare issues pertaining to a baby and its mother. '
69,Functionality,"'This system will provide the user with a notification on account information updates, scheduled review dates, disease outbreaks, health practitioners advice and hints on practicing proper baby health care. '"
69,Functionality,"'The dispatching mechanism will employ sms, blog chats and email'"
69,Portability,'The system can perform well in the web environments catering for all mothers nationwide without encountering major challenges. '
69,Availability,'The system in terms of responsiveness is a real time system such that clients can easily access medical records of baby�s at any given point in time. '
69,Survivability,"'The system will be used at a national level offering reliability, however, it is hard to balance development time but it provides maturity, fault tolerance and recoverability. '"
69,Usability,'The system shall be easy to use and user friendly as it is targeted at all mothers both literate and illiterate. '
69,Performance,'The system is an efficient system that has the best operational performance relieving both nurses and mothers of the time-consuming nature in provision of services in health facilities. '
69,Authorisation,'The system is a very secure system with log on credentials allowing access to only authorised members. It ensures that information is kept secured at every moment and only the right people have access to records. '
69,Usability,'The system is user friendly and easy to navigate. '
70,Functionality,'The system shall be able to predict fraudulent and non-fraudulent transactions in real time. '
70,Functionality,'The system shall be able to store transaction information. '
70,Functionality,'The system should be simple and user friendly. '
70,Survivability,'The system should allow for error recovery. '
70,Usability,'The user interface shall be almost self-explanatory. '
71,Functionality,"'The system should provide a functionality to allow the user to view and read temperature, humidity and soil moisture content states of the plants from nursery stage up to Harvesting. '"
71,Usability,'The system should provide an interface that is easy to read the state of affairs from a remote place for example in the field or nursery. '
71,Functionality,'The system should also be able to notify the user if there is any change in the conditions i.e. drop or rise that is any anomaly should be notified to the user of the system. '
71,Functionality,'The system should keep record of time and dates to facilitate data analytics. '
72,Immunity,'The system shall offer secured web application SQL and XSS scripting vulnerabilities scanner. '
72,Functionality,'The system shall have the capability to inspect the SSL certificate of a given web application or a website.'
72,Performance,'The system shall perform a footprint analysis to determine what network services and/or software programs (including versions and patch levels) run on the target.'
72,IntrusionD,"'The system finds indicators (patterns, attributes) of, or to exploit vulnerabilities known to exist, in the detected services / software versions'"
72,Functionality,"'The system shall report the findings, after detecting and analysing the vulnerabilities'"
72,Integrity,"'The system shall verify the SSL certificate on a given web server to make sure it�is correctly installed, valid, trusted and doesn't give any errors to any of the users.'"
72,Authentication,'The system connects to web application server and displays the results of the SSL connection including what SSL certificate is installed and whether it gives out the correct intermediate certificates. '
72,Functionality,'The  system shall report the findings of the SSL certificate phase. '
72,Confidentiality,"'The system shall create hashes of the passwords and store them upon signing up, once a user types password(s) in plain text format. '"
72,Authentication,'The system shall give the user an option to reset a forgotten password of an existing username by e-mail. '
72,Authentication,'The system users shall be able to access the system using an existing hard to guess password. '
72,Authentication,'The system ensures that the user is properly authenticated for every system access. '
72,Confidentiality,'The system shall provide a user with the option to encrypt and decrypt data. '
73,Functionality,'The system shall allow an employer to add speech commands. '
73,Functionality,'The system shall receive speech input from a microphone. '
73,Functionality,'The system shall activate known commands on speech command dictation. '
73,Functionality,'The system shall respond to users via voice synthesis and graphical displays.'
73,Performance,'The system must be fast at detecting speech commands and using windows speech algorithms and multithreading will help to achieve this'
73,Integrity,'The system shall execute its tasks accurately when issued a command. Testing will ensure that all functions are properly included. '
73,Immunity,"'The system shall be self-protective and failure proof, exception handling will ensure that the system is fail safe and gracefully stops under error conditions.'"
73,Usability,'The system shall be very simple to use. Simple voice instructions will assist users with operation guidelines. '
74,Authentication,'Employees shall be identified by a 6 character password. '
74,Functionality,'System shall start a clock when an employee logs in and stop the clock when employee logs out. '
74,Functionality,'System shall add up all hours worked by an employee per month. '
74,Functionality,'System shall calculate the salary of each employee at the end of a month. '
75,Functionality,'The system shall allow a customer to register '
75,Functionality,'The system shall allow the customer to upload documents. '
75,Functionality,'The system shall allow verification and validation of the documents. '
75,Functionality,'The system shall enable block initiation and new block (record) addition onto Blockchain. '
75,Survivability,'The system shall enable data multiple replications. '
75,Performance,"'The system shall allow the average time taken to finish level 1 verification, add a new block onto the chain and displaying update notifications to be minimal. '"
75,Performance,'The system shall allow minimal delays between uploading and viewing the data irrespective of the number of operations executing. '
75,Usability,"'The system shall non-technical personnel with the most basic understanding of, web browsing and the internet to be able to use the system. '"
76,Functionality,'The system shall be able to capture and verify client KYC information. '
76,Functionality,'The system shall store client KYC information in decentralised database using blockchain. '
76,Performance,'The system shall perform real time updating and processing of KYC information depending on the changes made to client KYC profile. '
76,Functionality,'The system shall send requests to clients to allow for consent of use of clients� KYC information. '
76,Functionality,'The website shall allow any updating of a client�s KYC information. '
76,Integrity,'The system shall allow changes to be made in an authorised manner '
76,Authorisation,'The system shall be able to show clients KYC information to authorised users. '
76,Confidentiality,'The system shall allow secure storage of client information. '
76,Functionality,'The system shall be able to send an alert message. '
76,Performance,'The system shall ensure that the embedding module as well as the scanning tool will offer relatively good performance and resource behaviour due to the design implemented with efficiency in mind. '
76,Usability,'The system shall use simple to understand commands for user operation and the same will apply to the querying and editing segments. '
77,Functionality,'The system shall allow capturing of the National ID for a person the stand is issued to. '
77,Functionality,"'The system shall allow capturing of stand details such as location, district, ward and stand number. '"
77,Functionality,'The system shall allow council to select the location on Google maps or manually enter coordinates of the location of the stand. '
77,Functionality,'The system shall communicate with the Django API to get the corresponding Ethereum address of the entered National ID. '
77,Functionality,'The system shall create a transaction sent to the Ethereum protocol. '
77,Authentication,'The transaction�s digital signatures are validated by the Ethereum protocol.'
77,Authentication,'The transaction data is validated by the smart contract. '
77,Functionality,'The system user interface shall communicate with the Blockchain Land Registry smart contract using web3.js. '
77,Functionality,'The Blockchain Land Registry system smart contract stores the data. '
77,Functionality,'The smart contract issues a token based on the ERC721 interface for Ethereum blockchain. '
77,Functionality,'The smart contract issues the block member in which the transaction was mined in. '
78,Authentication,'The system shall prompt the user to identify themselves by supplying a username and password. '
78,Authorisation,'The system shall allow the administrator to assign roles to users. '
78,Performance,'The system shall apply real-time monitoring of data being accessed. '
78,Auditing,'The system shall notify the administrator of who accesses the system in case a data breach occurs. '
79,Functionality,'The system shall enable users such as medical practitioners to enter data into the system '
79,Confidentiality,'The system shall allow data input into the system to be encrypted before being sent to the database instance on our cloud server for storage. '
79,Confidentiality,'The system shall enable users to retrieve the data on demand including in cases of emergency where it should be retrieved and decrypted before it can be accessed by the medical practitioner. '
79,Usability,'The system shall be highly usable to ensure that in cases of emergency records can be retrieved on demand. '
79,Usability,'The system shall ensure that non-technical users like medical practitioners can interact with it with easy. '
79,Availability,'The system shall be designed with ease of access in mind as the data may be needed in emergency situations. '
79,Maintainability,'The system shall allow that as the number of patient records increases with time and the capacity of the system to hold these records must also increase as the records increase.  '
79,Availability,'The system shall have high availability in such a way that it remains accessible online even during maintenance. '
79,Performance,'The system operation shall be fast both in capturing details and retrieving data. '
79,Confidentiality,'The system shall ensure that the system records shall be encrypted and stored in the cloud as cyphertext. '
79,Performance,'The system processes such as encryption and decryption shall not slow down the system. '
79,Portability,'The system shall be deployed over the cloud and accessible both on the web and mobile platforms for portability. '
79,Auditing,'The system shall maintain audit logs '
79,Performance,'The system log data shall be maintained without burdening the users. '
80,Authentication,'The system shall allow the administrator to log in to access the system. '
80,Functionality,'The system shall enable loading/ feeding video files for processing into the system. '
80,Functionality,'The system shall enable motion detection'
80,Authentication,'The system shall enable facial recognition. '
80,Authentication,'The system shall enable face identification through details about that person if he/she is an employee.'
80,Usability,'The system shall allow a new systems administrator to be able to use it without a steep learning curve. '
80,Maintainability,'The system components shall be built with reusability so it can be integrated into other systems. '
80,Performance,'The system shall process the video footage in reasonable time. '
80,Integrity,'The system shall ensure integrity and consistency in all its processes. '
80,Performance,'The system shall be able to correctly identify facial prints with subtle margins of error. '
80,Confidentiality,'The system shall guarantee the privacy of user data at all times. '
81,Functionality,'The system shall allow users to create a cloud account. '
81,Authorisation,'The system shall allow people to connect to their accounts after they initially register with the system and sign in to access it. '
81,Authentication,'The system shall allow users to answer questions on their profile after they are requested to fill in questions at registration which will be used as challenge questions when password is forgotten. '
81,Functionality,'The system shall allow users to upload data files of any type to their cloud accounts with a description of not less than 5 words. '
